pareçiere	pareciere
lo	lo
que	que
tengo	tengo
cobrado	cobrado
que	que
es	es
poco	poco
ha	ha
sido	sido
para	para
pagar	pagar
algunas	algunas
tranpas	trampas
que	que
devia	debía
y	y
unas	unas
64	64
lb	libras
que	que
avia	había
conprado	comprado
de	de
tavaco	tabaco
avia	había
mes	mes
y	y
mo	medio
siento	siento
por	por
vmd	vm
que	que
esta	está
a	a
la	la
vista	vista
de	de
la	la
cassa	casa
yo	yo
me	me
aflijo	aflijo
sin	sin
podello	podello
rremediar	remediar
y	y
luego	luego
el	el
puesto	puesto
poco	poco
conque	conque
todo	todo
se	se
juntto	juntó
veo	veo
aver	haber
venido	venido
blandon	blandón
y	y
que	que
esta	está
ya	ya
hecho	hecho
un	un
cordero	cordero
y	y
que	que
con	con
mel	manuel
de	de
vega	vega
no	no
se	se
avia	había
ablado	hablado
diceme	díceme
juan	juan
estaba	estaba
vega	vega
mal	mal
conmigo	conmigo
de	de
que	que
no	no
le	le
avia	había
ido	ido
a	a
ver	ver
la	la
mujer	mujer
no	no
se	sé
adonde	adónde
avia	había
de	de
ser	ser
pareceme	paréceme
se	se
yquevocaria	equivocaría
en	en
la	la
raçon	razón
de	de
escrivir	escribir
que	que
esten	estén
bien	bien
u	o
mal	mal
conmigo	conmigo
todos	todos
se	se
me	me
da	da
poco	poco
no	no
por	por
sobervia	soberbia
lo	lo
que	que
digo	digo
sino	sino
que	que
yo	yo
que	que
a	a
todos	todos
servi	serví
en	en
lo	lo
que	que
me	me
ocuparon	ocuparon
en	en
la	la
parte	parte
que	que
podia	podía
y	y
que	que
oi	hoy
llegado	llegado
aqui	aquí
mel	manuel
le	le
puso	puso
por	por
delante	delante
al	al
picaro	pícaro
de	de
sa	sa
lo	lo
que	que
io	yo
avia	había
hecho	hecho
respondio	respondió
que	que
io	yo
q	que
pagava	pagaba
100	100
a	a
100	100
y	y
que	que
el	él
mandava	mandaba
50	50
la	la
sra	señora
comendadora	comendadora
era	era
mui	muy
buena	buena
pa	para
lo	lo
rrecibir	recibir
d	de
essa	esa
suerte	suerte
al	al
fin	fin
cada	cada
uno	uno
da	da
lo	lo
que	que
tiene	tiene
veo	veo
aver	haber
venido	venido
jabe	jabe
y	e
hijo	hijo
lo	lo
que	que
conviene	conviene
es	es
el	el
desviar	desviar
d	de
ellos	ellos
y	y
quando	cuando
preguntaren	preguntaren
por	por
mi	mí
dade	dale
de	de
mi	mi
parte	parte
mis	mis
bessamanos	besamanos
d	doña
blanca	blanca
fresco	fresco
esta	está
por	por
propia	propia
y	y
que	que
no	no
se	sé
ya	ya
la	la
ora	hora
que	que
la	la
tengo	tengo
de	de
ver	ver
y	y
a	a
los	los
mas	más
que	que
prometo	prometo
nunca	nunca
me	me
tengo	tengo
visto	visto
mas	más
enfadado	enfadado
que	que
al	al
pressente	presente
que	que
juro	juro
a	a
dios	dios
que	que
a	a
no	no
estar	estar
el	el
macho	macho
de	de
verde	verde
que	que
me	me
avia	había
de	de
ir	ir
a	a
esa	ésa
a	a
estar	estar
un	un
par	par
de	de
dias	días
para	para
me	me
quitar	quitar
la	la
melancolia	melancolía
que	que
oi	hoy
tengo	tengo
en	en
todos	todos
jeneralmente	generalmente
me	me
rrecomiendo	recomiendo
i	y
que	que
estimo	estimo
el	el
cuidado	cuidado
que	que
tubo	tuvo
en	en
el	el
despacho	despacho
de	de
las	las
escripturas	escrituras
siento	siento
de	de
dar	dar
enfados	enfados
mas	mas
juro	juro
a	a
dios	dios
que	que
me	me
no	no
pude	pude
escussar	excusar
de	de
haçello	haçello
que	que
esso	eso
es	es
lo	lo
de	de
menos	menos
para	para
lo	lo
que	que
piden	piden
se	se
les	les
haga	haga
ha	a
quanto	cuanto
avia	había
de	de
hacer	hacer
un	un
honbre	hombre
por	por
el	el
tener	tener
por	por
no	no
venir	venir
a	a
tierra	tierra
que	que
es	es
necessario	necesario
hacer	hacer
tanto	tanto
gusto	gusto
a	a
todos	todos
de	de
lo	lo
que	que
piden	piden
para	para
poder	poder
venir	venir
pues	pues
aun	aun
no	no
saliendo	saliendo
de	de
cassa	casa
no	no
se	se
quita	quita
un	un
honbre	hombre
de	de
que	que
le	le
busquen	busquen
advierto	advierto
que	que
siendo	siendo
casso	caso
que	que
de	de
aqui	aquí
se	se
me	me
pide	pide
alguna	alguna
carta	carta
de	de
creditto	crédito
para	para
vmd	vm
que	que
tanto	tanto
que	que
la	la
rricibiere	recibiere
ha	ha
de	de
procurar	procurar
de	de
que	que
no	no
le	le
buelvan	vuelvan
a	a
topar	topar
ni	ni
que	que
sepan	sepan
la	la
cassa	casa
que	que
aora	ahora
me	me
livre	libré
de	de
una	una
buena	buena
acerça	acerca
de	de
dar	dar
carta	carta
que	que
si	si
ubiese	hubiese
menester	menester
100	100
u	o
200	200
que	que
se	se
los	los
daria	daría
si	si
los	los
tubiese	tuviese
fue	fue
la	la
escussa	excusa
de	de
no	no
dalla	darla
porque	porque
quanto	cuanto
se	se
diere	diere
se	se
pierde	pierde
y	y
esto	esto
es	es
flor	flor
que	que
tienen	tienen
los	los
mejores	mejores
d	de
esta	ésta
llevarlo	llevarlo
sin	sin
bolvello	volverlo
no	no
le	le
quiero	quiero
mas	más
enfadar	enfadar
a	a
vmd	vm
gde	guarde
dios	dios
ocaña	ocaña
a	a
13	13
de	de
mayo	mayo
de	de
1661de	1661de
vmdbasco	vmbasco
pereirabarme	pereirabartolomé
lopez	lópez
telles	telles
jesus	jesús
maria	maría
josehf	josé
nos	nos
enseñen	enseñen
a	a
bien	bien
obrar	obrar
amenyjo	aménhijo
y	y
ermano	hermano
mioallete	mío
esta	hállete
como	ésta
yo	como
deseo	yo
con	deseo
salud	con
i	salud
toda	y
tu	toda
familia	tu
y	familia
mui	y
santos	muy
bibiendo	santos
sienpre	viviendo
en	siempre
el	en
temor	el
y	temor
amor	y
de	amor
tan	de
buen	tan
dios	buen
como	dios
tenemos	como
amado	tenemos
sea	amado
de	sea
todas	de
sus	todas
çriaturas	sus
amen	criaturas
ermano	amén
esta	hermano
es	ésta
para	es
açerte	para
saber	hacerte
q	saber
yo	que
estoi	yo
con	estoy
salud	con
i	salud
contenta	y
porq	contenta
se	porque
açe	se
la	hace
boluntad	la
de	voluntad
dios	de
en	dios
esta	en
ausençia	esta
mia	ausencia
q	mía
no	que
es	no
menos	es
q	menos
asegurar	que
mi	asegurar
salbaçion	mi
en	salvación
un	en
desengaño	un
pues	desengaño
ya	pues
le	ya
tengo	le
a	tengo
dios	a
muchas	dios
graçias	muchas
le	gracias
demos	le
todos	demos
q	todos
con	que
inorançia	con
mia	ignorancia
e	mía
padeçido	he
un	padecido
purgatorio	un
de	purgatorio
grandes	de
trabajos	grandes
asta	trabajos
el	hasta
dia	el
de	día
oi	de
q	hoy
ia	que
descanso	ya
sin	descanso
peligros	sin
de	peligros
mi	de
alma	mi
i	alma
para	y
esto	para
me	esto
a	me
traido	ha
dios	traído
adonde	dios
estoi	adonde
tan	estoy
contenta	tan
con	contenta
la	con
caridad	la
q	caridad
rreçibo	que
de	recibo
mis	de
padres	mis
dios	padres
los	dios
guarde	los
mas	guarde
q	más
a	que
mi	a
q	mí
con	que
fe	con
biba	fe
confio	viva
en	confío
el	en
señor	el
dios	señor
trino	dios
y	trino
uno	y
seran	uno
premiados	serán
de	premiados
su	de
majestad	su
en	majestad
esta	en
bida	esta
y	vida
en	y
la	en
otra	la
y	otra
a	y
ti	a
te	ti
rruego	te
comulgues	ruego
tres	comulgues
beçes	tres
por	veces
mi	por
i	mí
me	y
agas	me
deçir	hagas
una	decir
misa	una
a	misa
la	a
pureça	la
de	pureza
la	de
birjen	la
maria	virgen
mi	maría
señora	mi
a	señora
quien	a
e	quien
puesto	he
por	puesto
medianera	por
en	medianera
mis	en
trabajos	mis
i	trabajos
ya	y
boi	ya
biendo	voy
el	viendo
fruto	el
de	fruto
su	de
interçesion	su
en	intercesión
bien	en
de	bien
mi	de
alma	mi
amada	alma
i	amada
serbida	y
sea	servida
amen	sea
de	amén
todas	de
las	todas
çriaturas	las
dile	criaturas
a	dile
mi	a
ermana	mi
y	hermana
sobrina	y
agan	sobrina
una	hagan
nobena	una
por	novena
mi	por
a	mí
nuestra	a
señora	nuestra
de	señora
la	de
soledad	la
q	soledad
mi	que
señor	mi
dios	señor
pagara	dios
la	pagará
caridad	la
q	caridad
quando	que
fuere	cuando
la	fuere
dibina	la
boluntad	divina
cunplida	voluntad
nos	cumplida
beremos	nos
para	veremos
serbir	para
a	servir
dios	a
q	dios
le	que
rrueguen	le
todos	rueguen
por	todos
mi	por
te	mí
pido	te
y	pido
rruego	y
q	ruego
a	que
la	a
mujer	la
q	mujer
bibia	que
en	vivía
el	en
aposentillo	el
q	aposentillo
se	que
llama	se
maria	llama
de	maría
triçio	de
q	tricio
esta	que
sirbiendo	está
en	sirviendo
casa	en
del	casa
seçretario	del
nabarrete	secretario
junto	navarrete
a	junto
las	a
capuchinas	las
le	capuchinas
des	le
dos	des
bolsicos	dos
de	bolsicos
anbar	de
q	ámbar
estan	que
en	están
el	en
baul	el
un	baúl
almirez	un
q	almirez
esta	que
debajo	está
de	debajo
un	de
cofre	un
en	cofre
el	en
alcoba	el
y	alcoba
un	y
broquel	un
dos	broquel
candeleras	dos
de	candeleras
açofar	de
q	azófar
estan	que
sobre	están
el	sobre
esçritorio	el
una	escritorio
saya	una
negra	saya
d	negra
estameña	de
q	estameña
esta	que
en	está
una	en
çesta	una
en	cesta
nel	en
alcoba	el
una	alcoba
tinaja	una
grande	tinaja
y	grande
un	y
barreño	un
q	barreño
esta	que
en	está
la	en
despensilla	la
una	despensilla
cama	una
q	cama
esta	que
en	está
la	en
cueba	la
y	cueva
un	y
serbiçio	un
todo	servicio
esto	todo
es	esto
suio	es
por	suyo
señas	por
q	señas
es	que
coja	es
la	coja
mujer	la
soi	mujer
de	soy
pareçer	de
q	parecer
en	que
pagando	en
el	pagando
pribilejio	el
de	privilegio
la	de
conpusiçion	la
de	composición
la	de
casa	la
q	casa
ia	que
deje	ya
pagada	dejé
al	pagada
mes	al
te	mes
mudes	te
a	mudes
ella	a
i	ella
mis	y
pobres	mis
trapos	pobres
los	trapos
lleben	los
al	lleven
desban	al
i	desván
se	y
alquile	se
el	alquile
cuarto	el
bajo	cuarto
i	bajo
cuides	y
de	cuides
todo	de
como	todo
propio	como
ermano	propio
en	hermano
la	en
calle	la
de	calle
los	de
jardines	los
en	jardines
casa	en
de	casa
pedro	de
priame	pedro
estan	príame
dos	están
fraçadas	dos
blancas	frazadas
y	blancas
un	y
colchon	un
bueno	colchón
trailo	bueno
a	tráelo
casa	a
q	casa
es	que
mio	es
y	mío
guardalo	y
con	guárdalo
lo	con
demas	lo
i	demás
la	y
camisa	la
i	camisa
tres	y
cosidos	tres
q	cosidos
estan	que
en	están
la	en
labandera	la
i	lavandera
consuela	y
mucho	consuela
a	mucho
mi	a
conpañero	mi
pedro	compañero
de	pedro
arechaga	de
i	arechaga
dile	y
q	dile
sea	que
mui	sea
santo	muy
q	santo
para	que
esto	para
nos	esto
a	nos
dibidido	ha
dios	dividido
i	dios
para	y
otros	para
fines	otros
q	fines
su	que
majestad	su
sabe	majestad
q	sabe
le	que
rruegue	le
por	ruegue
mi	por
i	mí
q	y
acuda	que
al	acuda
seçretario	al
nabarrete	secretario
para	navarrete
q	para
le	que
ayude	le
a	ayude
su	a
sustento	su
q	sustento
tenga	que
buen	tenga
animo	buen
para	ánimo
los	para
trabajos	los
q	trabajos
son	que
los	son
escalones	los
para	escalones
ir	para
al	ir
çielo	al
padeçidos	cielo
con	padecidos
umildad	con
alla	humildad
nos	allá
beamos	nos
amen	veamos
a	amén
dios	a
q	dios
nos	que
aga	nos
santos	haga
para	santos
gloria	para
suiade	gloria
toledo	suya
a	de
treinta	toledo
de	a
mayo	treinta
tu	de
erma	mayotu
maria	hermanamaría
bautista	bautista
esta	ésta
q	que
escribo	escribo
ba	va
a	a
tino	tino
porq	porque
e	he
scripto	escrito
otras	otras
quatro	cuatro
cartas	cartas
y	y
no	no
se	sé
si	si
ban	van
a	a
manos	manos
de	de
mi	mi
ermano	hermano
yo	yo
e	he
ynbiado	enviado
por	por
la	la
orden	orden
q	que
e	he
podido	podido
una	una
informacion	información
de	de
quiennes	quiénes
eran	eran
nuestros	nuestros
padres	padres
no	no
se	sé
si	si
la	la
a	ha
recibydo	recibido
ynbieme	envíeme
mi	mi
erno	hermano
un	un
poder	poder
de	de
el	el
zenso	censo
y	y
demas	demás
azienda	hacienda
q	que
aqui	aquí
le	le
pertenezca	pertenezca
para	para
q	que
yo	yo
lo	lo
pueda	pueda
aber	haber
q	que
qualquier	cualquier
cosa	cosa
i	y
bien	bien
q	que
me	me
iziere	hiciere
sera	será
azer	hacer
por	por
una	una
pobre	pobre
hermana	hermana
q	que
si	si
no	no
lo	lo
trabajo	trabajo
no	no
lo	lo
tengo	tengo
y	y
ansi	así
tube	tuve
a	a
mucho	mucho
los	los
100	100
reales	reales
q	que
me	me
ynbio	envió
los	los
quales	cuales
le	le
tengo	tengo
pagado	pagado
en	en
rogar	rogar
a	a
dios	dios
por	por
el	él
cada	cada
dia	día
nuestro	nuestro
sr	señor
me	me
le	le
ge	guarde
para	para
anparo	amparo
mio	mío
y	y
de	dé
buenissimas	buenísimas
pasquas	pascuas
y	y
de	de
torqmada	torquemada
28	28
abril	abril
1628	1628
años	años
mi	mi
marido	marido
anton	antón
cobo	cobo
le	le
besa	besa
las	las
manossu	manossu
ernaysabel	hermanaisabel
nyeto	nieto
al	al
rdo	reverendo
p	padre
n	nuestro
priorsobre	priorsobre
el	el
segundo	segundo
punto	punto
no	no
e	he
echo	hecho
dilijençia	diligencia
alguna	alguna
mas	mas
qdo	cuando
le	le
niega	niega
juzgo	juzgo
sera	será
como	como
el	el
primero	primero
d	de
este	éste
no	no
se	sé
si	si
sera	será
oculto	oculto
por	por
mucho	mucho
q	que
se	se
ha	ha
encargado	encargado
el	el
silencio	silencio
esse	ese
sugeto	sujeto
me	me
dicen	dicen
que	que
esta	está
alla	allá
va	vuestra
pd	paternidad
lo	lo
despache	despache
porque	porque
me	me
pareçe	parece
conbeniente	conveniente
asi	así
y	y
no	no
menos	menos
que	que
va	vuestra
pd	paternidad
disponga	disponga
el	el
que	que
barbero	barbero
vuelba	vuelva
con	con
pretesto	pretexto
de	de
acabar	acabar
de	de
pedir	pedir
y	y
si	si
va	vuestra
pd	paternidad
no	no
gusta	gusta
que	que
este	esté
aqui	aquí
o	o
porque	porque
no	no
se	se
irrite	irrite
mas	más
esse	ese
sujeto	sujeto
o	o
por	por
otro	otro
motibo	motivo
puede	puede
estarse	estarse
algunos	algunos
dias	días
i	y
que	que
se	se
baia	vaya
quedando	quedando
bien	bien
porque	porque
algunos	algunos
discurren	discurren
contra	contra
el	él
falsamente	falsamente
y	y
en	en
otra	otra
materia	materia
otros	otros
que	que
saben	saben
de	de
donde	dónde
sale	sale
el	el
retiro	retiro
y	y
son	son
los	los
mas	más
y	y
gente	gente
principal	principal
estan	están
para	para
haçer	hacer
un	un
arojo	arrojo
me	me
pareçe	parece
que	que
todo	todo
se	se
compondra	compondrá
con	con
que	que
venga	venga
y	y
sin	sin
duda	duda
conbiene	conviene
para	para
el	el
credito	crédito
del	del
relijioso	religioso
y	y
a	a
dios	dios
que	que
gde	guarde
a	a
va	vuestra
pd	paternidad
muchos	muchos
años	años
tenbleq	tembleque
y	y
setiembre	septiembre
16	16
de	de
89mui	89muy
afecto	afecto
subdito	súbdito
de	de
va	vuestra
pd	paternidad
q	que
s	su
m	mano
bfr	besafray
franco	francisco
fz	fernández
monesterioescrita	monasterioescrita
esta	ésta
me	me
llamo	llamó
el	el
sujeto	sujeto
que	que
me	me
dice	dice
a	ha
estado	estado
alla	allá
de	de
donde	donde
vino	vino
mui	muy
irritado	irritado
con	con
determinaçion	determinación
de	de
haçer	hacer
la	la
eleçion	elección
e	he
echo	hecho
que	que
lo	lo
suspenda	suspenda
en	en
el	el
interin	ínterin
que	que
escribo	escribo
a	a
va	vuestra
pd	paternidad
su	su
intento	intento
diçe	dice
que	que
si	si
es	es
necesario	necesario
que	que
ira	irá
a	a
estar	estar
con	con
fr	fray
pedro	pedro
delante	delante
de	de
va	vuestra
pd	paternidad
porque	porque
no	no
pudo	pudo
ir	ir
porque	porque
no	no
conoçiese	conociese
la	la
hermana	hermana
de	de
tamaio	tamayo
y	y
jente	gente
de	de
tembleque	tembleque
estaba	estaba
alla	allá
cada	cada
dia	día
me	me
pareçe	parece
mas	más
falso	falso
y	y
me	me
da	da
mas	más
cuidado	cuidado
el	el
segundo	segundo
punto	punto
por	por
fundamento	fundamento
que	que
tengo	tengo
por	por
ultimo	último
digo	digo
que	que
aqui	aquí
ya	ya
lo	lo
saben	saben
algunos	algunos
y	y
si	si
ello	ello
es	es
asi	así
me	me
parece	parece
imposible	imposible
el	el
inpedirlo	impedirlo
va	vuestra
pd	paternidad
le	le
vuelba	vuelva
haçer	hacer
cargo	cargo
sobre	sobre
todo	todo
y	y
me	me
abisse	avise
de	de
lo	lo
que	que
determine	determine
me	me
dijo	dijo
el	el
dicho	dicho
sujeto	sujeto
entre	entre
otras	otras
cossas	cosas
pero	«pero
el	el
padre	padre
prior	prior
no	no
quiere	quiere
qdo	cuando
yo	yo
miro	miro
por	por
la	la
relijion	religión
vera	verá
lo	lo
que	que
sucede	sucede»
aunque	aunque
lo	lo
tengo	tengo
por	por
falso	falso
temo	temo
a	a
este	este
demonio	demonio
dios	dios
nos	nos
saque	saque
bien	bien
la	la
portadora	portadora
ba	va
a	a
esa	esa
çiud	ciudad
a	a
algunas	algunas
cosas	cosas
suppco	suplico
a	a
vm	vm
le	le
mande	mande
entregar	entregar
los	los
50	50
rs	reales
ya	ya
que	que
no	no
puede	puede
los	los
100	100
q	que
le	le
suplique	supliqué
y	y
adbierta	advierta
que	que
estos	éstos
yo	yo
los	los
entregare	entregaré
aqui	aquí
para	para
quando	cuando
vm	vm
benga	venga
a	a
las	las
cosechas	cosechas
de	de
peteiro	peteiro
y	y
le	le
suppco	suplico
q	que
d	de
ellos	ellos
pague	pague
el	el
coste	coste
de	de
una	una
libra	libra
de	de
azucar	azúcar
esponjado	esponjado
q	que
a	ha
de	de
traer	traer
y	y
conçertar	concertar
lo	lo
que	que
esa	esa
moça	moza
no	no
save	sabe
y	y
perdone	perdone
vm	vm
el	el
enfado	enfado
cuya	cuya
pna	persona
gde	guarde
dios	dios
mus	muchos
as	años
armiño	armiño
y	y
julio	julio
17	17
de	de
1677b	1677besa
l	la
m	mano
de	de
vmfernando	vmfernando
pita	pita
da	da
beiga	veiga
revellonsr	rebellónseñor
antonio	antonio
gomez	gómez
suarez	suárez
sr	señor
familiarbista	familiarvista
esta	ésta
luego	luego
sin	sin
dilasion	dilación
se	se
bea	vea
vmd	vm
conmigo	conmigo
en	en
esta	esta
va	villa
del	del
real	real
que	que
inporta	importa
para	para
el	el
serbicio	servicio
de	de
nra	nuestra
sta	santa
inquisicion	inquisición
soi	soy
comisario	comisario
de	de
toledo	toledo
cura	cura
de	de
lominchar	lominchar
referido	referido
con	con
comision	comisión
de	de
su	su
persona	persona
luego	luego
espero	espero
oi	hoy
lunes	lunes
a	a
10	10
de	de
fievrero	febrero
de	de
1648	1648
a	a
las	las
ocho	ocho
de	de
la	la
mananadn	mañanadon
alonsso	alonso
ordonezno	ordóñezno
ay	hay
que	que
encargar	encargar
el	el
secreto	secreto
para	para
ser	ser
una	una
persona	persona
tan	tan
cristiana	cristiana
y	y
tan	tan
buena	buena
muy	muy
mallyco	malico
conmigo	conmigo
no	no
dando	dando
yo	yo
ocasión	ocasión
abiéndome	habiéndome
traydo	traído
a	a
una	una
carcel	cárcel
estas	éstas
son	son
las	las
lismosnas	limosnas
que	que
vmd	vm
porcoro	procuró
para	para
mi	mí
no	no
le	le
dolio	dolió
el	el
coracon	corazón
biendo	viendo
en	en
cueros	cueros
y	y
llena	llena
de	de
pioxos	piojos
y	y
comida	comida
de	de
ellos	ellos
yo	yo
ando	ando
negociando	negociando
quien	quien
able	hable
a	a
esos	esos
señores	señores
del	del
santo	santo
oficio	oficio
vmd	vm
mirara	mirará
lo	lo
que	que
a	ha
de	de
decir	decir
contra	contra
mi	mí
mire	mire
vmd	vm
que	que
ay	hay
dios	dios
y	y
plag	plega
a	a
dios	dios
que	que
el	el
bien	bien
que	que
vmd	vm
me	me
a	ha
echo	hecho
bea	vea
en	en
cosas	cosas
que	que
lucen	lucen
delante	delante
de	de
sus	sus
oxos	ojos
yo	yo
me	me
beo	veo
y	y
deseo	deseo
por	por
amor	amor
de	de
vmd	vm
mire	mire
cómo	cómo
anda	anda
escrive	escribe
vmd	vm
q	que
no	no
a	ha
rrescebido	recibido
ninguna	ninguna
carta	carta
mia	mía
dos	dos
veçes	veces
he	he
escrito	escrito
a	a
vmd	vm
por	por
bia	vía
del	del
ordinario	ordinario
de	de
esa	esa
villa	villa
suplicandole	suplicándole
si	si
fuese	fuese
posible	posible
me	me
lo	lo
enbiase	enviase
por	por
toledo	toledo
por	por
via	vía
de	de
estevan	esteban
sanchez	sánchez
y	y
la	la
postee	posteé
en	en
quanto	cuanto
me	me
dieron	dieron
la	la
de	de
vmd	vm
avia	había
escrito	escrito
y	y
prevenido	prevenido
el	el
mensagero	mensajero
q	que
es	es
andres	andrés
garçia	garcía
q	que
lleva	lleva
esta	ésta
y	y
enbie	envié
la	la
carta	carta
q	que
avia	había
escrito	escrito
no	no
se	sé
en	en
quien	quién
esta	está
la	la
falta	falta
y	y
si	si
eta	está
en	en
el	el
de	de
aca	acá
u	o
el	el
de	de
alla	allá
ay	ahí
va	va
andres	andrés
garçia	garcía
lleva	lleva
las	las
dos	dos
arrobas	arrobas
de	de
vino	vino
vm	vm
le	le
despache	despache
con	con
brevedad	brevedad
y	y
avise	avise
de	de
su	su
salud	salud
q	que
por	por
aca	acá
todos	todos
la	la
tenemos	tenemos
a	a
serviçio	servicio
de	de
vmd	vm
nro	nuestro
sor	señor
se	se
la	la
de	dé
a	a
vmd	vm
como	como
yo	yo
se	se
la	la
deseo	deseo
de	de
yepes	yepes
y	y
de	de
febrero	febrero
veynte	veinte
y	y
seis	seis
de	de
1625luis	1625luis
alvarez	álvarez
del	del
aguila	águila
los	los
quinientos	quinientos
rreales	reales
q	que
vmd	vm
me	me
enbio	envió
por	por
via	vía
de	de
roque	roque
del	del
valle	valle
rescebi	recibí
aunque	aunque
la	la
carta	carta
no	no
porq	porque
a	a
quien	quien
dieron	dieron
el	el
rrecabdo	recado
la	la
perdio	perdió
y	y
asi	así
tan	tan
ayuno	ayuno
me	me
quede	quedé
de	de
saber	saber
de	de
la	la
salud	salud
de	de
vmd	vm
y	y
de	de
como	cómo
esta	está
esa	esa
tierra	tierra
como	como
antes	antes
a	a
vmd	vm
suplico	suplico
me	me
avise	avise
de	de
todo	todo
y	y
de	dé
orden	orden
de	de
cobrar	cobrar
lo	lo
q	que
se	se
deviere	debiere
porq	porque
los	los
quinientos	quinientos
rreales	reales
suplieron	suplieron
poco	poco
la	la
falta	falta
y	y
esto	esto
sea	sea
con	con
la	la
brevedad	brevedad
posible	posible
q	que
en	en
ello	ello
rrescebire	recibiré
mucha	mucha
md	merced
y	y
anq	aunque
se	se
haga	haga
la	la
cuenta	cuenta
el	el
trigo	trigo
d	de
este	este
año	año
guarde	guarde
vmd	vm
y	y
la	la
çevada	cebada
si	si
vale	vale
a	a
la	la
tasa	tasa
puede	puede
vmd	vm
vender	vender
y	y
escrivame	escríbame
vmd	vm
lo	lo
q	que
se	se
a	ha
cogido	cogido
q	que
por	por
esta	esta
tierra	tierra
poco	poco
a	ha
sido	sido
de	de
todo	todo
de	dé
nro	nuestro
sor	señor
a	a
vmd	vm
la	la
salud	salud
q	que
yo	yo
deseo	deseo
q	que
por	por
casa	casa
todos	todos
la	la
tenemos	tenemos
el	el
m	maestro
besa	besa
vmd	vm
las	las
manos	manos
de	de
yepes	yepes
y	y
de	de
agosto	agosto
16	16
de	de
1615luis	1615luis
alvarez	álvarez
el	el
aguilael	águilael
cura	cura
de	de
aqui	aquí
murio	murió
proveyeron	proveyeron
en	en
el	él
al	al
cura	cura
de	de
gerindote	gerindote
aviseme	avíseme
vmd	vm
q	qué
hombre	hombre
es	es
y	y
en	en
q	qué
se	se
entretiene	entretiene
muchas	muchas
gracias	gracias
doi	doy
