TRAIN,LABELS
el,él
lo,lo
mesmo,mismo
dire,diré
de,de
vm,vm
a,a
p,p
muy,muy
mucho,mucho
me,me
e,he
sentido,sentido
d,de
esto,esto
querermelo,querérmelo
vm,vm
escrevir,escribir
tan,tan
a,a
la,la
clara,clara
como,como
vm,vm
me,me
lo,lo
a,ha
escripto,escrito
quisiera,quisiera
muy,muy
mucho,mucho
que,que
yo,yo
y,y
vm,vm
nos,nos
hablaramos,habláramos
mas,más
que,que
escrevillo,escribirlo
para,para
provallo,probarlo
si,si
seria,sería
vdad,verdad
o,o
no,no
mas,mas
plaziendo,placiendo
a,a
nro,nuestro
señor,señor
ello,ello
se,se
vera,verá
y,y
se,se
provara,probará
con,con
p,p
muy,muy
a,a
la,la
clara,clara
mas,mas
e,en
fin,fin
tengolo,téngolo
yo,yo
de,de
sufrir,sufrir
mas,más
qu,que
esto,esto
que,que
vm,vm
escrive,escribe
porque,porque
tengo,tengo
a,a
vm,vm
e,en
lugar,lugar
de,de
padre,padre
y,y
ansi,así
lo,lo
obedesçere,obedeceré
escriveme,escríbeme
vm,vm
que,que
le,le
ebie,envíe
a,a
dezir,decir
que,que
si,si
el,el
papel,papel
y,y
el,el
adereço,aderezo
para,para
tinta,tinta
si,si
lo,lo
ebio,envió
p,p
a,a
vm,vm
hago,hago
saber,saber
qu,que
el,él
lo,lo
ebio,envió
y,y
fue,fue
la,la
causa,causa
porque,porque
nos,nos
asiemos,asimos
a,a
palabras,palabras
yo,yo
le,le
dixe,dije
que,que
vm,vm
no,no
queria,quería
etender,entender
en,en
la,la
obra,obra
si,si
no,no
tomava,tomaba
algun,algún
conpanero,compañero
para,para
que,que
fuese,fuese
comigo,conmigo
y,e
hiziese,hiciese
algun,algún
svio,servicio
a,a
vm,vm
para,para
en,en
esto,esto
de,de
los,los
materiales,materiales
de,de
papel,papel
y,y
tinta,tinta
y,y
otras,otras
cosas,cosas
y,y
que,que
mi,mi
travajo,trabajo
hera,era
ya,ya
pasado,pasado
que,que
para,para
adelante,adelante
que,que
yo,yo
sabria,sabría
lo,lo
que,que
haria,haría
y,y
que,que
a,a
lo,lo
menos,menos
que,que
no,no
me,me
alavaria,alabaría
de,de
obra,obra
de,de
vm,vm
que,que
tuviese,tuviese
sino,sino
de,de
mucho,mucho
travajo,trabajo
con,con
lodo,lodo
y,y
aguas,aguas
que,que
yva,iba
y,y
venia,venía
y,y
el,él
se,se
estava,estaba
en,en
su,su
casa,casa
enxuto,enjuto
y,y
sin,sin
elodarse,enlodar
y,y
se,se
los,los
tray,traí
como,como
hi,hijo
de,de
puta,puta
y,y
otras,otras
palabras,palabras
que,que
por,por
prolixidad,prolijidad
no,no
las,las
pongo,pongo
aqui,aquí
mas,mas
si,si
plaze,place
a,a
nro,nuestro
sor,señor
ello,ello
se,se
provara,probará
en,en
nra,nuestra
presenzia,presencia
antes,antes
de,de
mucho,mucho
dando,dando
dios,dios
salud,salud
y,y
con,con
esto,esto
se,se
me,me
da,da
muy,muy
poco,poco
y,y
yo,yo
le,le
juro,juro
a,a
dios,dios
a,a
vm,vm
que,que
nunca,nunca
con,con
vdad,verdad
vm,vm
hallara,hallará
palabra,palabra
e,en
contrario,contrario
sino,sino
si,«sí»
por,por
si,«sí»
y,y
no,«no»
por,por
no,«no»
y,y
como,como
dho,dicho
tengo,tengo
no,no
soy,soy
persona,persona
que,que
trato,trato
d,de
esa,esa
mercaduria,mercaduría
que,que
vm,vm
piensa,piensa
y,y
no,no
a,ha
mucho,mucho
que,que
con,con
el,el
mucho,mucho
deseo,deseo
que,que
tengo,tengo
de,de
tener,tener
alguna,alguna
obra,obra
de,de
vm,vm
que,que
la,la
pidiese,pidiese
a,a
vm,vm
pues,pues
que,que
sabe,sabe
vm,vm
q,que
hasta,hasta
oy,hoy
no,no
la,la
he,he
resçebido,recibido
de,de
vm,vm
y,y
si,si
vm,vm
a,ha
hecho,hecho
algunas,algunas
para,para
estranos,extraños
p,p
se,se
las,las
a,ha
llevado,llevado
todas,todas
y,y
no,no
tengo,tengo
letra,letra
de,de
vm,vm
y,y
con,con
enojo,enojo
no,no
se,se
dexan,dejan
d,de
escrevir,escribir
algunas,algunas
cosas,cosas
porque,porque
veya,veía
que,que
hera,era
ya,ya
moço,mozo
de,de
p,p
y,y
en,en
este,este
articulo,artículo
çeso,ceso
los,los
quadernos,cuadernos
tengo,tengo
yo,yo
e,en
mi,mi
poder,poder
hasta,hasta
que,que
nro,nuestro
sor,señor
sea,sea
svido,servido
que,que
salga,salga
y,y
se,se
averigue,averigüe
esto,esto
como,como
vm,vm
dize,dice
y,y
yo,yo
me,me
holgare,holgaré
que,que
se,se
sepa,sepa
todo,todo
si,si
alguno,alguno
quisierela,quisiérela
para,para
leer,leer
o,o
trasladar,trasladar
yo,yo
se,se
lo,lo
dare,daré
trayendo,trayendo
uno,uno
y,y
llevado,llevando
otro,otro
e,en
lo,lo
que,que
vm,vm
dize,dice
que,que
buesque,busque
quien,quién
quiera,quiera
un,un
gato,gato
y,y
una,una
gata,gata
que,que
vm,vm
tiene,tiene
moriscos,moriscos
muy,muy
buenos,buenos
si,si
vm,vm
quisiere,quisiere
darmelos,dármelos
yo,yo
los,los
guardare,guardaré
e,en
casa,casa
hasta,hasta
que,que
vm,vm
salga,salga
vm,vm
lo,lo
vea,vea
si,si
le,le
paresçe,parece
oy,hoy
estuve,estuve
hablando,hablando
con,con
ca,ca
e,en
la,la
yglia,iglesia
un,un
poco,poco
y,y
como,como
vino,vino
un,un
tio,tío
mio,mío
que,que
le,le
avia,había
de,de
hablar,hablar
nos,nos
despedimos,despedimos
luego,luego
y,y
no,no
hablamos,hablamos
largo,largo
para,para
dalle,darle
cuenta,cuenta
de,de
todo,todo
esto,esto
que,que
dho,dicho
tengo,tengo
en,en
lo,lo
que,que
vm,vm
escribe,escribe
de,de
la,la
memoria,memoria
de,de
las,las
damas,damas
de,de
p,p
y,y
del,del
enboltorio,envoltorio
yo,yo
le,le
e,he
hablado,hablado
dos,dos
o,o
tres,tres
vezes,veces
y,y
carrera,carrera
y,y
todo,todo
y,y
no,no
aprovecha,aprovecha
con,con
el,él
de,de
dallas,darlas
yo,yo
estoy,estoy
muy,muy
harto,harto
de,de
demadarselo,demandárselo
a,a
vm,vm
suplico,suplico
no,no
me,me
made,mande
que,que
mas,más
le,le
hable,hable
sobre,sobre
ello,ello
que,que
no,no
lo,lo
hare,haré
por,por
la,la
vida,vida
porque,porque
a,a
ca,ca
dexo,dejo
por,por
buen,buen
testigo,testigo
d,de
ello,ello
que,que
aun,aun
escrevir,escribir
a,a
vm,vm
no,no
se,se
acuerda,acuerda
y,y
con,con
esto,esto
no,no
quiero,quiero
ser,ser
mas,más
prolixo,prolijo
sino,sino
que,que
nro,nuestro
sor,señor
saque,saque
con,con
bien,bien
a,a
vm,vm
para,para
qu,que
esto,esto
se,se
averigue,averigũe
y,y
ansi,así
quedo,quedo
por,por
criado,criado
de,de
vm,vm
hasta,hasta
la,la
muerte,muerte
señor,señor
tres,tres
cartas,cartas
e,he
reçibido,recibido
de,de
vramd,vm
por,por
la,la
md,merced
q,que
vramd,vm
me,me
a,ha
hecho,hecho
en,en
escrivirmelas,escribírmelas
beso,beso
las,las
manos,manos
a,a
vramd,vm
y,y
suplico,suplico
sea,sea
perdonado,perdonado
por,por
la,la
dilaçion,dilación
q,que
e,he
tenido,tenido
en,en
responder,responder
e,he
tenido,tenido
cabsas,causas
de,de
aver,haber
estado,estado
muy,muy
ocupado,ocupado
y,y
ausente,ausente
d,de
esta,esta
çibdad,ciudad
y,y
otro,otro
pedaço,pedazo
de,de
tpo,tiempo
enfermo,enfermo
hazer,hacer
ofrecimio,ofrecimiento
no,no
tengo,tengo
por,por
costumbre,costumbre
cumplir,cumplir
con,con
blasones,blasones
salvo,salvo
con,con
las,las
obras,obras
q,que
puedo,puedo
servir,servir
a,a
mis,mis
señores,señores
y,y
amigos,amigos
y,y
en,en
estas,éstas
sera,será
vram,vm
çierto,cierto
ser,ser
servido,servido
cada,cada
q,que
vramd,vm
quiera,quiera
de,de
mi,mí
servirse,servirse
en,en
lo,lo
demas,demás
del,del
negoçio,negocio
q,que
vram,vm
me,me
enbio,envió
a,a
mandar,mandar
por,por
sus,sus
cartas,cartas
de,de
doña,doña
catalina,catalina
sobrina,sobrina
de,de
la,la
señora,señora
doña,doña
ysabel,isabel
sabra,sabrá
vramd,vm
q,que
para,para
lo,lo
sigiente,siguiente
fraco,francisco
de,de
terrazas,terrazas
e,y
yo,yo
posimos,pusimos
demanda,demanda
a,a
alo,alonso
hortiz,ortiz
q,que
diese,diese
asiento,asiento
de,de
los,los
bienes,bienes
d,de
esta,esta
menor,menor
como,como
era,era
obligado,obligado
y,y
q,que
por,por
no,no
aver,haber
usado,usado
de,de
la,la
tutela,tutela
bien,bien
y,y
fielmente,fielmente
como,como
nos,nos
ofreçiamos,ofrecíamos
a,a
provar,probar
e,y
por,por
e,y
por,por
ser,ser
persona,persona
sospechosa,sospechosa
e,y
otras,otras
muchas,muchas
cosas,cosas
q,que
se,se
espresaron,expresaron
le,le
fuese,fuese
quitada,quitada
la,la
persona,persona
de,de
la,la
menor,menor
de,de
poder,poder
y,y
removida,removida
la,la
tutela,tutela
en,en
otra,otra
persona,persona
sobre,sobre
lo,lo
qual,cual
fue,fue
proveyda,proveída
la,la
menor,menor
d,de
curador,curador
e,y
nobrado,nombrado
contador,contador
e,y
mandose,mandó
q,que
diese,diese
la,la
cuenta,cuenta
sobre,sobre
lo,lo
qual,cual
se,se
a,ha
segido,seguido
tela,tela
d,de
juyzio,juicio
dos,dos
años,años
a,ha
q,que
se,se
le,le
hizo,hizo
cargo,cargo
y,y
el,él
dio,dio
descargo,descargo
de,de
los,los
quales,cuales
resultaron,resultaron
hochenta,ochenta
y,y
çinco,cinco
adiçiones,adiciones
en,en
las,las
quales,cuales
trohidos,traídos
a,a
prueva,prueba
y,y
uno,uno
sentençia,sentencia
y,y
a,a
vida,vida
fueron,fueron
las,las
quentas,cuentas
adelante,adelante
y,y
a,ha
siete,siete
u,u
ocho,ocho
dias,días
q,que
el,el
contador,contador
declaro,declaró
el,el
cargo,cargo
liquido,líquido
de,de
ganados,ganados
e,y
yeguas,yeguas
e,y
pesos,pesos
dara,dará
salvo,salvo
dos,dos
años,años
a,ha
q,que
se,se
trata,trata
el,el
concluyr,concluir
de,de
las,las
quentas,cuentas
de,de
q,que
se,se
le,le
a,ha
de,de
hazer,hacer
mas,más
cargo,cargo
de,de
los,los
tributos,tributos
del,del
pueblo,pueblo
podra,podrá
ser,ser
todo,todo
ell,el
alcançar,alcanzar
en,en
dinero,dinero
un,un
cuento,cuento
de,de
buena,buena
moneda,moneda
sin,sin
los,los
ganados,ganados
ell,el
audiençia,audiencia
oy,hoy
dia,día
de,de
la,la
fecha,fecha
a,ha
mandado,mandado
q,que
se,se
trayga,traiga
el,el
proçeso,proceso
para,para
vee,ver
la,la
declaraçion,declaración
del,del
contador,contador
y,y
todo,todo
lo,lo
demas,demás
por,por
mi,mí
pedido,pedido
para,para
dar,dar
sentençia,sentencia
y,y
estando,estando
en,en
este,este
estado,estado
el,el
hidalgo,hidalgo
d,don
alonso,alonso
hortis,ortiz
caso,casó
a,a
la,la
la,la
muchacha,muchacha
con,con
un,un
mançebo,mancebo
q,que
q,que
no,no
tiene,tiene
nada,nada
sera,será
vramd,vm
ynformado,informado
del,del
señor,señor
bartolome,bartolomé
ponce,ponce
no,no
a,ha
vido,habido
honbre,hombre
aca,acá
q,que
no,no
aya,haya
afeado,afeado
el,el
caso,caso
es,es
menester,menester
remedio,remedio
de,de
çedulas,cédulas
muy,muy
favorables,favorables
q,que
pues,pues
el,él
hizo,hizo
mudança,mudanza
y,y
de,de
presunçion,presunción
se,se
deve,debe
de,de
creer,creer
q,que
con,con
barateria,baratería
para,para
su,su
provecho,provecho
q,que
le,le
sea,sea
quitada,quitada
la,la
menor,menor
y,y
endoquiera,dondequiera
q,que
stuviere,estuviere
en,en
poder,poder
del,del
desposado,desposado
u,o
de,de
sus,sus
partes,partes
sea,sea
sacada,sacada
y,y
puesta,puesta
en,en
poder,poder
de,de
su,su
tia,tía
por,por
quanto,cuanto
ser,ser
menor,menor
de,de
siete,siete
años,años
u,o
siete,siete
y,y
medio,medio
hata,hasta
tanto,tanto
q,que
ella,ella
se,se
a,ha
de,de
dar,dar
para,para
lo,lo
consentir,consentir
estas,estas
çedulas,cédulas
con,con
no,no
enbargante,embargante
y,y
con,con
todo,todo
el,el
rigor,rigor
posible,posible
y,y
hablen,hablen
las,las
çedulas,cédulas
con,con
visorey,visorrey
y,y
presidente,presidente
y,y
audiençia,audiencia
porq,porque
el,el
desposado,desposado
a,ha
sido,sido
moço,mozo
d,de
espuelas,espuelas
o,o
no,no
se,sé
q,qué
del,del
visorey,visorrey
hijo,hijo
de,de
una,una
ama,ama
q,que
truxo,trajo
doña,doña
maria,maría
hermana,hermana
del,del
visorey,visorrey
y,y
les,les
sirve,sirve
oy,hoy
dia,día
demas,demás
de,de
las,las
provisiones,provisiones
cartas,cartas
particulares,particulares
d,de
esos,esos
señores,señores
del,del
consejo,consejo
y,y
del,del
marques,marqués
de,de
mondejar,mondéjar
para,para
el,el
visorey,visorrey
con,con
ell,el
encomienda,encomienda
q,que
a,a
vramd,vm
pareçiera,pareciera
y,y
esto,esto
co,con
toda,toda
brevedad,brevedad
el,el
viernes,viernes
q,que
viene,viene
pedire,pediré
yo,yo
conclusion,conclusión
y,y
sentençia,sentencia
en,en
las,las
quentas,cuentas
y,y
q,que
por,por
quanto,cuanto
a,ha
hecho,hecho
mudança,mudanza
tan,tan
en,en
desonor,deshonor
y,y
daño,daño
de,de
la,la
dha,dicha
menor,menor
en,en
la,la
aver,haber
asi,así
desposado,desposado
q,que
pido,pido
sea,sea
depositada,depositada
y,y
quitada,quitada
de,de
su,su
poder,poder
y,y
del,del
dho,dicho
desposado,desposado
y,y
todo,todo
lo,lo
q,que
mas,más
convenga,convenga
en,en
este,este
caso,caso
y,y
del,del
suçeso,suceso
q,que
en,en
esto,esto
uvyere,hubiere
por,por
otras,otras
dare,daré
a,a
vramd,vm
mas,más
particular,particular
relaçion,relación
q,que
por,por
enbiar,enviar
la,la
presente,presente
al,al
punto,punto
a,a
q,que
alcança,alcanza
un,un
navio,navío
q,que
sta,está
para,para
partir,partir
e,he
dar,dar
aviso,aviso
de,de
lo,lo
susodho,susodicho
por,por
estas,estas
causa,causa
no,no
do,doy
mas,más
larga,larga
relaçion,relación
ya,ya
vramd,vm
sabe,sabe
las,las
dilaçiones,dilaciones
q,que
ay,hay
en,en
pleytos,pleitos
y,y
los,los
terminos,términos
q,que
de,de
derecho,derecho
se,se
an,han
de,de
otorgar,otorgar
y,y
ell,el
estado,estado
en,en
q,que
esta,está
todo,todo
como,como
e,he
dho,dicho
vramd,vm
provea,provea
conforme,conforme
a,a
lo,lo
q,que
convenga,convenga
nro,nuestro
señor,señor
acreçiente,acreciente
vida,vida
y,y
honra,honra
de,de
vramd,vm
por,por
muchos,muchos
y,y
largos,largos
tyenpos,tiempos
como,como
por,por
vramd,vm
es,es
deseado,deseado
de,de
mexico,méxico
a,a
veynteytres,veintitrés
dias,días
del,del
mes,mes
de,de
mayo,mayo
año,año
de,de
dxlii,dxlii
años,años
del,del
q,que
besa,besa
las,las
manos,manos
de,de
vramrd,vm
franco,francisco
de,de
herrero,herrero
a,a
la,la
señora,señora
doña,doña
elvira,elvira
beso,beso
las,las
manos,manos
de,de
su,su
md,merced
y,y
le,le
suplyco,suplico
aya,haya
esta,ésta
por,por
suya,suya
y,y
q,que
por,por
la,la
brevedad,brevedad
dha,dicha
no,no
tuve,tuve
lugar,lugar
de,de
escrivir,escribir
a,a
su,su
md,merced
señor,señor
abra,habrá
tres,tres
meses,meses
q,que
rr,recibí
en,en
estos,estos
navios,navíos
dos,dos
o,o
tres,tres
cartas,cartas
de,de
vm,vm
y,y
dios,dios
sabe,sabe
el,el
plazer,placer
q,que
con,con
ella,ella
ube,hube
porq,porque
avia,había
mucho,mucho
tienpo,tiempo
q,que
no,no
avia,había
visto,visto
carta,carta
nynguna,ninguna
ni,ni
aun,aún
quien,quien
me,me
diese,diese
nuevas,nuevas
de,de
alla,allá
q,que
fuesen,fuesen
brebes,breves
y,y
a,a
esta,esta
causa,causa
estava,estaba
con,con
mucha,mucha
pena,pena
veo,veo
por,por
su,su
carta,carta
esta,está
vm,vm
y,y
mi,mi
señora,señora
y,y
toda,toda
la,la
casa,casa
buenos,buenos
pleg,plega
a,a
dios,dios
sienpre,siempre
sea,sea
ansi,así
y,y
q,que
muy,muy
a,a
menudo,menudo
oyga,oiga
semexantes,semejantes
nuevas,nuevas
de,de
los,los
demas,demás
q,que
bm,vm
me,me
dize,dice
son,son
muertos,muertos
dios,dios
los,los
ponga,ponga
en,en
su,su
gloria,gloria
q,que
fin,fin
pa,para
eso,eso
naçimos,nacimos
todos,todos
en,en
lo,lo
demas,demás
q,que
bm,vm
me,me
dize,dice
q,que
ro,recibió
el,el
poder,poder
y,y
obligaçion,obligación
q,que
enbie,envié
contra,contra
gaspar,gaspar
de,de
pardo,pardo
eme,heme
olgado,holgado
d,de
ello,ello
y,y
creo,creo
no,no
porna,pondrá
enpedimento,impedimento
en,en
la,la
paga,paga
porq,porque
todo,todo
fue,fue
prestado,prestado
en,en
dineros,dineros
si,si
no,no
fuere,fuere
por,por
no,no
poder,poder
mas,más
porq,porque
enbie,envíe
de,de
verguença,vergüenza
e,y
verdad,verdad
y,y
ansi,así
me,me
de,dé
md,merced
q,que
por,por
bien,bien
se,se
procure,procure
de,de
cobrar,cobrar
d,de
el,él
en,en
lo,lo
demas,demás
q,que
avia,había
de,de
enbiar,enviar
por,por
qa,cuenta
de,de
mi,mi
herno,hermano
franco,francisco
mynez,martínez
pa,para
el,el
casamo,casamiento
de,de
mi,mi
herna,hermana
ana,ana
mnes,martínez
dios,dios
sabe,sabe
cuanta,cuánta
pena,pena
e,he
tenido,tenido
de,de
no,no
poder,poder
aver,haber
enbiallo,enviarlo
y,y
las,las
causas,causas
an,han
sido,sido
lo,lo
q,que
a,a
vm,vm
tengo,tengo
escrito,escrito
pero,pero
presto,presto
con,con
ayuda,ayuda
de,de
dios,dios
ynbiare,enviaré
recaudo,recaudo
d,de
ello,ello
porq,porque
ay,hay
negoçio,negocio
entre,entre
manos,manos
en,en
q,que
ganare,ganaré
bien,bien
de,de
comer,comer
a,a
lo,lo
q,que
bm,vm
me,me
dize,dice
q,que
marcos,marcos
alo,alonso
esta,está
en,en
sevilla,sevilla
con,con
la,la
señora,señora
maria,maría
de,de
vergara,vergara
por,por
la,la
muer,muerte
de,de
pero,pero
hens,henríquez
de,de
vergara,vergara
por,por
çierto,cierto
a,a
mi,mí
me,me
a,ha
pesado,pesado
en,en
el,el
alma,alma
de,de
su,su
muerte,muerte
porq,porque
mi,mi
herna,hermana
en,en
el,él
tenia,tenía
esposo,esposo
e,y
padre,padre
vm,vm
aga,haga
q,que
marcos,marcos
also,alonso
se,se
este,esté
en,en
sevilla,sevilla
con,con
ella,ella
o,o
la,la
lleve,lleve
a,a
madrid,madrid
consigo,consigo
porq,porque
no,no
es,es
cosa,cosa
dexalla,dejarla
en,en
sevilla,sevilla
sola,sola
de,de
franco,francisco
nuñez,núñez
las,las
mismas,mismas
nuevas,nuevas
q,que
alli,allí
vm,vm
tiene,tiene
tengo,tengo
aca,acá
q,que
fue,fue
a,a
chile,chile
despues,después
q,que
fue,fue
no,no
e,he
sabido,sabido
mas,más
nuevas,nuevas
d,de
el,él
de,de
ventura,ventura
e,he
tenido,tenido
artas,hartas
nuevas,nuevas
d,de
el,él
de,de
presonas,personas
q,que
de,de
alla,allá
an,han
venydo,venido
y,y
esta,está
bueno,bueno
aunq,aunque
juega,juega
todo,todo
lo,lo
q,que
tiene,tiene
y,y
a,a
esta,esta
causa,causa
ni,ni
tiene,tiene
un,un
real,real
el,él
lo,lo
a,ha
echo,hecho
tan,tan
ruynmente,ruinmente
q,que
aun,aún
una,una
carta,carta
no,no
nos,nos
a,ha
escrito,escrito
no,no
se,sé
q,qué
s,es
la,la
causa,causa
o,o
si,si
es,es
con,con
las,las
rebueltas,revueltas
q,que
ay,hay
en,en
la,la
tiera,tierra
q,que
todos,todos
los,los
navios,navíos
q,que
an,han
venido,venido
aver,haber
venido,venido
u,o
yendo,yendo
es,es
sin,sin
liçençia,licencia
a,a
lo,lo
q,que
bm,vm
dize,dice
de,de
domyngo,domingo
de,de
las,las
nieves,nieves
q,que
le,le
castige,castigue
el,él
esta,está
tan,tan
cuerdo,cuerdo
y,y
entiende,entiende
tam,tan
bien,bien
los,los
negoçios,negocios
q,que
en,en
brebe,breve
tiempo,tiempo
el,él
yr,ir
rico,rico
a,a
dar,dar
descanso,descanso
a,a
vrasmds,vms
el,él
a,ha
tenido,tenido
e,y
tiene,tiene
una,una
compañia,compañía
buena,buena
en,en
q,que
a,ha
ganado,ganado
bien,bien
de,de
comer,comer
de,de
aqui,aquí
a,a
çinco,cinco
meses,meses
allaron,hallaron
otra,otra
muy,muy
mexor,mejor
porq,porque
todos,todos
le,le
codician,codician
tener,tener
en,en
su,su
azienda,hacienda
el,él
nunca,nunca
a,ha
salido,salido
de,de
mi,mi
casa,casa
a,a
ny,ni
saldra,saldrá
mientras,mientras
en,en
la,la
tiera,tierra
estuviere,estuviere
y,y
sienpre,siempre
mos,nos
tratamos,tratamos
como,como
verdaderos,verdaderos
hernos,hermanos
lo,lo
q,que
de,de
presente,presente
se,se
ofreçe,ofrece
q,que
azer,hacer
saber,saber
a,a
vm,vm
es,es
q,que
el,el
jurado,jurado
alo,alonso
roman,román
de,de
buelta,vuelta
del,del
peru,perú
se,se
vino,vino
por,por
aqui,aquí
y,y
muy,muy
brabo,bravo
diziendo,diciendo
q,que
le,le
devia,debía
oro,oro
y,y
moro,moro
y,y
algunos,algunos
dias,días
anduvimos,anduvimos
a,a
malas,malas
y,y
al,al
fin,fin
fuymos,fuimos
de,de
acuerdo,acuerdo
q,que
lo,lo
dexasemos,dejásemos
todo,todo
en,en
manos,manos
de,de
dos,dos
mercaderes,mercaderes
lo,lo
qual,cual
dexamos,dejamos
e,y
pusome,púsome
sobre,sobre
adiçiones,adiciones
a,a
las,las
qas,cuentas
q,que
montavan,montaban
sobre,sobre
veynte,veinte
myll,mil
ps,pesos
todas,todas
con,con
trayçiones,traiciones
y,y
maliçias,malicias
sacadas,sacadas
de,de
donde,donde
el,él
a,ha
de,de
yr,ir
a,a
parare,parar
y,y
todas,todas
ellas,ellas
y,y
espero,espero
los,los
terçeros,terceros
eçeto,excepto
las,las
deudas,deudas
q,que
yo,yo
avia,había
fiado,fiado
e,y
d,de
ellas,ellas
avia,había
a,a
bordo,bordo
vm,5000
pos,pesos
en,en
ruynes,ruines
e,y
onbres,hombres
muertos,muertos
e,y
d,de
estas,éstas
mandaro,mandaron
los,los
terçeros,terceros
q,que
yo,yo
tomase,tomase
myll,mil
pos,pesos
y,y
q,que
obligase,obligase
por,por
ellos,ellos
a,a
pagarselos,pagárselos
en,en
tres,tres
aos,años
en,en
cada,cada
un,un
año,año
el,el
to,tercio
y,y
ansimismo,asimismo
me,me
condenaron,condenaron
q,que
pagase,pagase
por,por
mi,mi
herno,hermano
franco,francisco
mynes,martínez
de,de
un,un
seguro,seguro
dozientos,doscientos
dos,ducados
los,los
quales,cuales
page,pagué
luego,luego
y,y
con,con
esto,esto
concluymos,concluimos
nuestras,nuestras
cuentas,cuentas
y,y
nos,nos
dimos,dimos
fin,fin
e,y
gusto,gusto
en,en
forma,forma
y,y
qdamos,quedamos
muy,muy
conformes,conformes
e,y
amigos,amigos
de,de
suerte,suerte
q,que
lo,lo
q,que
stuvo,estuvo
aqui,aquí
no,no
se,se
allava,hallaba
una,una
ora,hora
sin,sin
mi,mí
aunq,aunque
fuy,fui
agraviado,agraviado
en,en
arto,harto
yo,yo
qdo,quedo
muy,muy
contento,contento
por,por
verme,verme
del,del
todo,todo
libre,libre
d,de
el,él
fuera,fuera
d,de
esto,esto
susedio,sucedió
una,una
pestelençia,pestilencia
en,en
esta,esta
çiudad,ciudad
y,y
veynte,veinte
leguas,leguas
a,a
la,la
redonda,redonda
entre,entre
los,los
naturales,naturales
d,de
esta,esta
tierra,tierra
y,y
aun,aún
entre,entre
españoles,españoles
q,que
ubo,hubo
muchos,muchos
meses,meses
q,que
cada,cada
dia,día
sola,sola
en,en
esta,esta
çiudad,ciudad
morian,morían
sobre,sobre
myll,mil
animas,ánimas
y,y
algunos,algunos
españoles,españoles
a,a
rebueltas,revueltas
de,de
ellos,ellos
adonde,adonde
se,se
me,me
murieron,murieron
dos,dos
esclavos,esclavos
q,que
balia,valía
sobre,sobre
rs,reales
sin,sin
otros,otros
tres,tres
naborias,naborías
y,y
otros,otros
enfermos,enfermos
de,de
casa,casa
y,y
mi,mi
muger,mujer
q,que
la,la
tuve,tuve
muy,muy
al,al
cabo,cabo
q,que
todo,todo
ello,ello
me,me
costo,costó
sobre,sobre
myll,mil
castellanos,castellanos
de,de
perdidas,pérdidas
y,y
allende,allende
de,de
todo,todo
esto,esto
donde,donde
pense,pensé
retaurallo,restaurarlo
en,en
la,la
myna,mina
q,que
se,se
dio,dio
en,en
sentencia,sentencia
en,en
nuestro,nuestro
favor,favor
despues,después
de,de
